,Station_No,Business_ID,Business_Name,Category,Review_Count,Rating,Phone_No,Address,Distance,Business_Hours
490,25,fXB97OO0E7B-Rvzx5P47uQ,Whites Tavern,"[{'alias': 'irish_pubs', 'title': 'Irish Pub'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}]",72,4.1,+442890312582,2-4 Winecellar Entry,569.6120973752944,"[{'open': [{'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 0}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 1}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 2}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 3}, {'is_overnight': True, 'start': '1130', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1130', 'end': '0200', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
491,25,6SvhLYJZ4G-vTy2CJHjbCA,Darcy's Restaurant,"[{'alias': 'british', 'title': 'British'}, {'alias': 'modern_european', 'title': 'Modern European'}]",59,4.4,+442890324040,10 Bradbury Place,1248.643158976741,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 5}, {'is_overnight': False, 'start': '1300', 'end': '2330', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
492,25,8aCp2Rm6eOHf8HWKfLTxLg,Wagamama,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]",31,3.8,+442890236098,Victoria Square,287.2454972487718,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1230', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
493,25,84WxVnRYkm5xPTRBWWJXQg,The Morning Star,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'irish', 'title': 'Irish'}]",65,4.1,+442890329310,17-19 Pottingers Entry,411.0663313856438,"[{'open': [{'is_overnight': False, 'start': '1030', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '1030', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1030', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1030', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '1030', 'end': '0100', 'day': 4}, {'is_overnight': True, 'start': '1030', 'end': '0100', 'day': 5}, {'is_overnight': False, 'start': '1030', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
494,25,LSW97kHG9lDwDu4Pqkod-g,Pizza Express,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",17,4.1,+442890314449,Unit TFC6,265.3597994340075,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2330', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2330', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
495,25,GcheHz93H4cqdbwejM6FHQ,Belfast Waterfront Hall,"[{'alias': 'theater', 'title': 'Performing Arts'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",30,4.1,+442890334400,2 Lanyon Place,77.75474727714862,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '0000', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0900', 'end': '0100', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
496,25,4ux9NQi6U2zuVIMmy327eg,Howard St,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'british', 'title': 'British'}]",22,4.8,+442890248362,56 Howard Street,850.8438073650202,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '1430', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '1430', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '1430', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '1430', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
497,25,45-1vRZAZGqfF1QHFRdbAw,Kitch Restaurant,"[{'alias': 'bistros', 'title': 'Bistros'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'brasseries', 'title': 'Brasseries'}]",54,4.7,+442890333353,61-63 Dublin Road,1011.4197800677979,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
498,25,j-ph3vXC1XEyPGUmeT6XDw,The National Grande Café,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",34,4.4,+442890311130,62-68 High Street,475.41248732246504,"[{'open': [{'is_overnight': False, 'start': '0830', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '0830', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '0830', 'end': '2100', 'day': 2}, {'is_overnight': True, 'start': '0830', 'end': '0100', 'day': 3}, {'is_overnight': True, 'start': '0830', 'end': '0100', 'day': 4}, {'is_overnight': True, 'start': '0930', 'end': '0100', 'day': 5}, {'is_overnight': False, 'start': '0930', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
499,25,hXOJQQ5_bAgjoSuo7VyH6Q,St. George's Market,"[{'alias': 'farmersmarket', 'title': 'Farmers Market'}, {'alias': 'cheese', 'title': 'Cheese Shops'}, {'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}]",100,4.5,+442890320202,12-20 E Bridge Street,172.6682236033374,"[{'open': [{'is_overnight': False, 'start': '0600', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '1500', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
500,26,UAywQCs1e2E3HuFclCEIUQ,Mourne Seafood Bar,"[{'alias': 'seafood', 'title': 'Seafood'}]",120,4.5,+442890248544,34-36 Bank Street,970.6719756264633,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '1600', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '1600', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1300', 'end': '1800', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
501,26,BZD8pFYqJgU74TMmpWl14A,Made In Belfast,"[{'alias': 'irish', 'title': 'Irish'}, {'alias': 'british', 'title': 'British'}, {'alias': 'modern_european', 'title': 'Modern European'}]",197,4.3,+442895458120,Units 1 & 2 Wellington Buildings,1023.7456378717302,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
502,26,4ux9NQi6U2zuVIMmy327eg,Howard St,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'british', 'title': 'British'}]",22,4.8,+442890248362,56 Howard Street,964.2675572479776,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '1430', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '1430', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '1430', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '1430', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
503,26,45-1vRZAZGqfF1QHFRdbAw,Kitch Restaurant,"[{'alias': 'bistros', 'title': 'Bistros'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'brasseries', 'title': 'Brasseries'}]",54,4.7,+442890333353,61-63 Dublin Road,1288.8667066231405,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
504,26,sGeQaxcHX7x1Ducieu0PDw,Acton & Sons,"[{'alias': 'british', 'title': 'British'}]",38,4.2,+3532890240239,17 Brunswick Street,1040.0410932993952,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '2130', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
505,26,lA9KRqxpUD8ZOe_hGnJWaw,Stix and Stones,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}]",59,4.1,+442890319418,44-46 Upper Queen Street,981.7272158997645,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 0}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 5}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
506,26,vMtinKBErbcJZf-VMo3_mA,Home,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'french', 'title': 'French'}, {'alias': 'modern_european', 'title': 'Modern European'}]",56,4.4,+442890234946,22 Wellington Place,984.953861258388,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 5}, {'is_overnight': False, 'start': '1300', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
507,26,uGsrQXxsMUYUlcGUCOaSmw,Kelly's Cellars,"[{'alias': 'pubs', 'title': 'Pubs'}]",74,4.4,+442890246058,30-32 Bank Street,996.9114999125798,"[{'open': [{'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 0}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 1}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 2}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 3}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 4}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 5}, {'is_overnight': False, 'start': '1300', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
508,26,tZ8knwrXSgwn5U6asDVttw,Fratelli Belfast,"[{'alias': 'italian', 'title': 'Italian'}]",59,3.9,+442890310862,60 Great Victoria's Street,1055.1912536188024,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
509,26,WbcecZQMQn9VuxbQv0bXHg,Nu Delhi,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'lounges', 'title': 'Lounges'}]",34,4.4,+442890244747,25 Bruce Street,1159.1630089303007,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '1400', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '1400', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '1400', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '1400', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '1400', 'day': 4}, {'is_overnight': True, 'start': '1700', 'end': '0100', 'day': 4}, {'is_overnight': True, 'start': '1700', 'end': '0100', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
510,26,m7DMskrLxzr0Tgy1By7a9g,The Ginger Bistro,"[{'alias': 'modern_european', 'title': 'Modern European'}]",52,4.3,+442890244421,6-8 Hope Street,1118.1461720688885,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
511,26,SpJzvqWRaGJxDWearwtE0Q,The Crown Liquor Saloon,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}, {'alias': 'irish', 'title': 'Irish'}]",196,3.7,+442890243187,46 Great Victoria Street,1014.891496809436,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '0000', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
512,26,530KtigDIii-kLvbfYvxpQ,YuGo,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'desserts', 'title': 'Desserts'}]",12,4.3,+442890319715,3 Wellington Street,1028.4402403647496,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
513,26,4P6gNrUG3Hb8j4Aing_WGg,La Taquería,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",10,4.7,+447748786654,53 Castle Street,964.0613690472857,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 0}, {'is_overnight': False, 'start': '2100', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
514,26,fTK9n7OjeuFEvcn8Lv_zFQ,Sweet Afton Bar & Kitchen,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",32,4.1,+442890248000,12 Brunswick Street,1056.099167902268,"[{'open': [{'is_overnight': True, 'start': '1200', 'end': '0100', 'day': 0}, {'is_overnight': True, 'start': '1200', 'end': '0100', 'day': 1}, {'is_overnight': True, 'start': '1200', 'end': '0100', 'day': 2}, {'is_overnight': True, 'start': '1200', 'end': '0100', 'day': 3}, {'is_overnight': True, 'start': '1200', 'end': '0100', 'day': 4}, {'is_overnight': True, 'start': '1200', 'end': '0100', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
515,26,RPvEqBrTcDvsJxhOzq4gjQ,The Lantern,"[{'alias': 'bistros', 'title': 'Bistros'}]",16,4.8,+442890328844,58 Wellington Place,897.0625087696446,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '1430', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '1430', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '1430', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '1430', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '1430', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
516,26,p7yC1bDws2wwUE3lCnd3JQ,Solo Kitchen + Bar,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'indpak', 'title': 'Indian'}]",33,4.0,+442895086794,11 Wellington Place,1004.0028485036341,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '2130', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '2230', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '2230', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
517,26,vDKe1r-Djj4Uhm2hu4wj-g,The Perch,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'bbq', 'title': 'Barbeque'}]",35,3.8,+442890248000,42 Franklin Street,1084.4897923352737,"[{'open': [{'is_overnight': True, 'start': '1700', 'end': '0100', 'day': 0}, {'is_overnight': True, 'start': '1700', 'end': '0100', 'day': 1}, {'is_overnight': True, 'start': '1700', 'end': '0100', 'day': 2}, {'is_overnight': True, 'start': '1700', 'end': '0100', 'day': 3}, {'is_overnight': True, 'start': '1700', 'end': '0100', 'day': 4}, {'is_overnight': True, 'start': '1700', 'end': '0100', 'day': 5}, {'is_overnight': True, 'start': '1700', 'end': '0100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
518,26,MTYGu0xhZo5WslS3vxHR8w,John Long's Fish & Chips,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}]",27,4.4,+442890321848,39 Athol Street,742.6656234911774,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '1830', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '1830', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '1830', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '1830', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '1830', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '1730', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
519,26,61LMcpV33ckE7RN8kZJ7qQ,Fibber Magees,"[{'alias': 'bars', 'title': 'Bars'}]",34,4.1,+442890247447,38-42 Great Victoria Street,1027.8882759393532,"[{'open': [{'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 0}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 1}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 2}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 3}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 4}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 5}, {'is_overnight': False, 'start': '1230', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
520,27,nQF5oRayGouGcxvMycu1mA,Barking Dog Restaurant,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'british', 'title': 'British'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",95,4.5,+442890661885,33-35 Malone Road,527.2417284038282,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 0}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '1730', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 5}, {'is_overnight': False, 'start': '1730', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
521,27,KyORDmk6wEFbnfwBpArZTg,Molly's Yard,"[{'alias': 'irish', 'title': 'Irish'}, {'alias': 'pubs', 'title': 'Pubs'}]",40,4.3,+442890322600,1 College Green Mews,211.85182263648537,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
522,27,6SvhLYJZ4G-vTy2CJHjbCA,Darcy's Restaurant,"[{'alias': 'british', 'title': 'British'}, {'alias': 'modern_european', 'title': 'Modern European'}]",59,4.4,+442890324040,10 Bradbury Place,588.5558297237781,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 5}, {'is_overnight': False, 'start': '1300', 'end': '2330', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
